,CHICK,CHILI,CHILL,CHOCK,CHUCK,CHUMP,CHUNK,CINCH,CIVIC,CIVIL,CLICK,CLIFF,CLING,CLINK,CLOCK,CLOTH,CLOUT,CLOWN,CLUCK,CLUMP,CLUNG,COLON,COMFY,COMIC,CONCH,CONIC,COUCH,COUGH,COUNT,COYLY,CUMIN,CYNIC,FICUS,FIFTH,FIFTY,FIGHT,FILLY,FILMY,FILTH,FINCH,FISHY,FIZZY,FLICK,FLING,FLINT,FLOCK,FLOSS,FLOUT,FLOWN,FLUFF,FLUNG,FLUNK,FLUSH,FOCUS,FOGGY,FOIST,FOLIO,FOLLY,FULLY,FUNGI,FUNKY,FUNNY,FUSSY,FUZZY,GHOST,GHOUL,GIPSY,GLINT,GLOOM,GLOSS,GLYPH,GOING,GOLLY,GOOFY,GUILT,GULCH,GULLY,GUMMY,GUPPY,GUSTO,GUSTY,GYPSY,HILLY,HIPPO,HIPPY,HITCH,HOIST,HOLLY,HOTLY,HUMPH,HUMUS,HUNCH,HUNKY,HUSKY,HUSSY,HUTCH,ICILY,ICING,IGLOO,IMPLY,INGOT,INPUT,IONIC,ITCHY,JIFFY,JOINT,JOIST,JOLLY,JOUST,JUICY,JUMPY,JUNTO,KINKY,KIOSK,KITTY,KNOCK,KNOLL,KNOWN,LIGHT,LIMIT,LINGO,LOCUS,LOFTY,LOGIC,LOGIN,LOOPY,LOUSY,LOWLY,LUCKY,LUMPY,LUNCH,LUPUS,LUSTY,LYING,LYMPH,LYNCH,MIGHT,MILKY,MIMIC,MINIM,MINTY,MINUS,MISSY,MOGUL,MOIST,MONTH,MOSSY,MOTIF,MOTTO,MOULT,MOUNT,MOUTH,MUCKY,MUCUS,MULCH,MUMMY,MUNCH,MUSHY,MUSIC,MUSKY,MUSTY,NIGHT,NINNY,NINTH,NOISY,NOTCH,NUTTY,NYLON,NYMPH,ONION,OPIUM,OPTIC,OUGHT,OUTGO,OWING,PHONY,PHOTO,PICKY,PIGGY,PILOT,PINCH,PINKY,PINTO,PITCH,PITHY,PIVOT,PLUCK,PLUMP,PLUNK,PLUSH,POINT,POLYP,POOCH,POPPY,POSIT,POUCH,POUTY,PUFFY,PULPY,PUNCH,PUPIL,PUPPY,PUSHY,PUTTY,PYGMY,QUICK,QUILL,QUILT,QUOTH,SCION,SCOFF,SCOOP,SCOUT,SCOWL,SHIFT,SHINY,SHOCK,SHOOK,SHOOT,SHOUT,SHOWN,SHOWY,SHUCK,SHUNT,SHUSH,SHYLY,SIGHT,SILKY,SILLY,SISSY,SIXTH,SIXTY,SKIFF,SKILL,SKIMP,SKULK,SKULL,SKUNK,SLICK,SLIMY,SLING,SLINK,SLOOP,SLOSH,SLOTH,SLUMP,SLUNG,SLUNK,SLUSH,SLYLY,SMITH,SMOCK,SMOKY,SNIFF,SNOOP,SNOUT,SNOWY,SNUCK,SNUFF,SOGGY,SONIC,SOOTH,SOOTY,SOUTH,SPICY,SPIKY,SPILL,SPILT,SPINY,SPLIT,SPOIL,SPOOF,SPOOK,SPOOL,SPOON,SPOUT,SPUNK,STICK,STIFF,STILL,STILT,STING,STINK,STINT,STOCK,STOIC,STOMP,STONY,STOOL,STOOP,STOUT,STUCK,STUFF,STUMP,STUNG,STUNK,STUNT,SUING,SULKY,SULLY,SUNNY,SUSHI,SWIFT,SWILL,SWING,SWISH,SWOON,SWOOP,SWUNG,THICK,THIGH,THING,THINK,THONG,THUMP,TIGHT,TIPSY,TONIC,TOOTH,TOPIC,TOUCH,TOUGH,TOXIC,TOXIN,TULIP,TUNIC,TWIST,TWIXT,TYING,UNCUT,UNFIT,UNIFY,UNION,UNITY,UNLIT,UNTIL,UNZIP,USING,VIGIL,VINYL,VISIT,VOMIT,VOUCH,VYING,WHICH,WHIFF,WHINY,WHISK,WHOOP,WIGHT,WILLY,WIMPY,WINCH,WISPY,WITCH,WITTY,WOOLY,WOOZY,YOUNG,YOUTH
PICKY,1,12,12,3,1,4,1,3,8,8,1,17,12,1,2,11,8,17,1,7,20,19,6,19,8,15,4,7,7,5,12,5,1,23,16,19,17,14,15,4,11,22,1,31,15,2,66,34,59,129,67,5,40,2,53,24,64,44,36,66,5,43,30,53,49,34,4,17,92,65,9,41,47,53,26,17,36,47,7,38,27,12,18,3,3,5,24,43,32,30,74,17,5,4,32,23,1,14,70,8,45,9,18,1,22,26,29,51,46,2,11,48,3,3,4,3,15,26,16,19,24,2,32,17,42,14,17,50,1,11,11,17,17,16,11,3,17,3,9,36,14,27,15,52,23,49,34,48,119,34,39,43,1,2,15,54,14,25,21,3,26,18,24,21,17,12,44,38,10,50,10,2,41,61,36,7,11,1,3,4,1,1,2,1,3,4,1,13,1,8,3,8,1,8,4,1,4,7,6,1,9,6,5,6,11,1,61,28,53,8,42,5,19,25,26,13,3,8,63,31,46,36,1,39,89,33,16,3,14,19,19,14,5,4,2,5,10,3,1,13,24,2,18,44,31,17,38,2,47,39,24,2,6,36,20,28,31,1,66,40,16,63,36,31,1,2,14,8,6,7,9,31,2,21,25,11,1,1,32,24,24,18,2,22,3,18,14,28,49,22,47,1,72,11,43,2,53,35,3,23,34,63,29,48,33,51,72,25,58,1,36,24,3,61,17,24,4,14,107,3,10,41,21,44,12,11,36,49,17,1,33,20,45,19,22,22,17,35,34,17,20,60,8,24,19,58,17,5,27,21,18,6,5,4,5,18,50,67,31,31
PIGGY,47,31,32,98,105,23,71,25,44,33,42,37,7,29,88,43,29,52,96,21,14,62,40,78,73,57,61,0,35,47,52,26,28,23,16,0,17,14,15,20,11,22,33,6,15,68,66,34,59,129,11,62,40,37,1,24,64,44,36,0,37,43,30,53,11,7,1,1,18,13,2,8,2,2,1,10,4,3,2,8,3,1,18,3,3,23,24,43,32,30,74,81,39,27,32,79,20,9,17,8,0,9,56,22,22,26,29,51,46,27,11,48,20,37,16,94,69,103,0,19,0,31,32,0,0,14,17,50,34,11,45,17,17,2,11,35,0,14,39,36,14,27,15,0,23,49,34,48,119,34,39,43,44,75,60,54,64,25,47,29,26,0,24,21,17,49,44,38,10,50,10,8,0,0,8,7,11,2,1,4,3,2,2,2,3,4,10,13,9,8,3,8,10,8,4,3,4,7,6,7,9,6,5,6,0,54,61,28,53,26,62,21,26,45,26,13,54,68,63,31,46,36,56,39,89,33,0,10,14,19,19,14,57,49,13,74,74,75,29,13,5,27,18,44,31,17,9,42,47,39,24,58,27,36,20,28,31,54,66,1,28,63,36,31,6,5,14,8,6,7,9,31,28,21,25,11,19,22,32,24,24,4,20,22,44,23,14,28,49,22,47,48,72,11,10,45,53,9,19,23,34,63,29,48,8,51,72,25,15,26,0,5,25,8,17,0,4,30,107,8,39,0,49,44,12,31,36,49,2,67,33,20,45,19,22,22,17,9,0,17,20,60,57,2,49,58,17,46,27,0,18,6,21,4,20,18,50,67,5,31
PILOT,47,17,12,45,105,23,71,25,44,11,22,20,16,17,17,2,1,13,39,7,33,1,43,11,23,6,31,25,4,15,52,41,28,5,13,4,1,1,1,20,10,28,18,13,4,14,16,1,13,46,33,35,24,17,49,3,1,2,4,66,66,82,73,128,8,10,5,3,2,13,9,7,1,10,3,13,5,109,26,13,20,22,1,2,3,9,3,2,4,30,74,81,48,42,50,38,14,39,1,4,2,5,5,27,28,2,3,2,3,31,25,19,22,5,11,38,8,51,1,1,1,6,3,1,1,1,9,17,25,7,32,3,3,8,11,31,3,2,39,36,11,27,23,11,3,13,30,4,19,1,4,9,77,75,13,135,64,42,47,64,27,4,23,5,5,9,37,2,21,2,6,4,9,28,13,3,4,3,5,1,3,3,2,3,3,1,2,1,2,2,2,1,3,4,2,3,2,9,1,7,1,9,4,4,15,54,13,4,16,3,38,2,6,14,7,18,35,5,3,6,26,33,56,5,89,39,3,2,2,27,3,12,57,12,13,31,28,75,19,14,13,16,1,17,2,2,25,29,29,21,14,34,36,36,2,3,25,54,66,23,5,5,6,4,8,11,2,1,7,1,1,2,2,1,2,3,19,26,29,6,4,18,22,8,22,6,7,14,1,2,6,36,41,9,25,29,8,35,5,5,48,63,11,13,33,51,2,2,58,18,20,14,13,14,8,4,4,2,5,3,8,10,4,2,1,26,12,16,16,25,14,30,3,21,1,5,17,35,9,4,7,2,30,26,49,58,26,46,2,4,2,5,21,5,9,10,3,16,32,9
PINCH,6,7,7,14,9,3,5,3,8,8,6,17,7,7,13,7,8,9,10,7,9,10,22,19,8,3,8,8,4,24,4,3,9,3,12,6,22,18,3,3,8,28,6,20,13,13,66,34,43,129,29,27,15,21,90,24,64,69,89,16,13,12,73,128,16,17,5,14,92,65,5,19,67,90,26,11,86,109,26,38,35,22,15,3,2,4,4,36,17,3,38,6,7,30,34,7,21,10,70,8,17,3,4,8,28,13,29,83,46,7,25,11,9,37,13,9,37,44,6,19,11,14,36,17,20,10,26,71,26,18,5,17,24,18,5,8,7,21,9,11,5,11,23,52,23,8,65,48,119,34,10,8,34,41,11,135,6,29,21,64,42,4,8,4,13,9,33,35,2,16,10,2,19,61,18,2,4,2,5,4,1,2,2,1,1,4,3,13,2,3,2,3,3,6,4,2,1,9,8,1,9,9,4,2,15,7,61,28,10,6,42,5,19,25,6,6,15,32,18,10,12,21,11,7,19,34,7,20,20,27,4,11,57,49,13,74,74,28,7,30,20,21,18,17,10,17,22,20,17,89,4,15,52,21,5,19,26,7,43,59,4,16,46,9,2,11,14,8,4,7,9,31,28,21,7,11,3,4,32,24,24,13,14,16,13,18,14,12,49,22,47,8,72,11,22,19,24,16,51,57,12,22,29,48,22,8,48,25,25,4,4,4,4,11,5,7,1,4,21,3,6,9,21,26,12,4,36,49,11,16,23,14,13,10,17,17,5,16,34,8,20,60,9,20,4,17,5,18,11,6,23,5,3,5,3,13,71,122,7,6
PINKY,5,31,32,13,12,23,4,9,44,33,3,37,11,2,10,43,29,39,8,21,18,42,40,78,11,8,61,48,6,47,32,5,28,23,16,19,17,14,15,9,11,22,3,20,13,8,66,34,43,129,29,3,40,37,53,24,64,44,36,16,2,3,30,53,49,34,4,14,92,65,9,19,47,53,26,59,36,47,7,38,27,12,18,3,3,23,24,43,32,30,74,8,2,4,32,79,20,13,70,8,17,3,8,22,22,13,29,51,46,27,11,11,1,3,4,3,9,14,16,19,11,31,32,45,20,14,17,50,4,11,6,17,17,3,11,7,17,3,39,11,3,11,15,52,23,9,34,48,119,34,10,43,4,75,60,54,6,25,47,3,26,5,3,6,3,30,7,12,2,16,10,8,41,61,18,1,11,1,3,4,2,1,2,2,3,4,1,13,1,8,2,8,10,8,4,3,4,7,6,2,9,6,5,6,11,5,61,28,53,14,62,21,26,45,26,3,5,8,63,31,33,36,6,17,89,33,16,3,14,19,19,14,5,4,2,5,10,4,3,13,20,2,18,44,31,17,22,3,47,39,24,5,6,21,5,19,8,2,43,40,7,63,36,31,6,2,14,8,1,7,9,31,2,21,7,11,1,3,32,24,24,13,2,16,5,23,14,5,49,22,47,5,72,11,22,4,24,16,3,23,3,63,29,48,22,51,48,25,25,4,36,11,2,13,17,24,4,6,107,8,39,41,49,26,12,5,36,49,3,26,23,4,13,3,17,17,5,16,34,4,20,60,57,3,49,58,3,5,27,21,18,6,9,4,20,18,50,67,7,31
PINTO,47,31,32,45,105,23,17,9,44,33,42,37,11,12,38,5,5,10,96,21,18,8,43,11,3,2,31,25,1,34,32,5,28,5,3,6,22,18,5,9,10,28,33,20,6,35,40,9,17,129,29,27,40,17,49,2,2,43,89,16,13,12,73,128,11,26,5,6,31,34,21,1,38,10,22,59,86,109,26,3,9,22,9,1,3,9,2,32,13,30,74,8,7,42,50,38,24,13,2,8,3,1,2,27,28,1,2,44,5,31,25,1,9,5,5,14,19,17,7,13,1,11,5,7,1,4,13,39,59,18,6,17,7,18,17,5,6,21,39,11,2,11,23,31,2,2,30,4,3,8,1,1,77,75,60,135,6,42,47,64,7,2,8,2,3,5,2,17,8,6,6,4,15,1,6,1,1,3,5,1,2,2,1,3,3,1,10,13,2,8,1,3,3,4,1,3,2,9,8,2,9,9,4,2,15,54,61,22,3,2,38,6,7,26,12,17,35,39,12,9,13,33,56,4,89,40,5,20,20,27,5,4,57,49,13,74,74,28,29,30,20,21,9,30,4,17,22,20,47,89,4,34,36,21,2,5,17,28,43,23,2,2,2,1,8,11,14,4,4,3,4,8,8,7,2,2,3,26,29,28,18,10,12,7,22,6,7,7,23,5,12,36,41,9,7,9,7,16,51,57,12,63,16,48,22,51,15,9,25,18,20,6,7,2,8,6,4,1,3,3,8,10,4,2,5,3,14,15,6,12,8,14,6,2,8,12,5,16,34,8,12,1,30,20,49,58,19,46,8,6,23,5,9,5,9,5,13,16,12,1
PITCH,6,7,7,14,9,3,5,3,8,8,6,17,12,11,13,4,6,17,10,7,20,19,22,19,7,15,8,8,6,24,12,10,9,3,13,5,22,18,3,3,8,28,6,31,14,13,66,21,59,129,67,62,15,21,90,12,64,69,89,66,66,82,73,128,9,17,5,17,92,65,5,41,67,90,22,11,86,109,26,10,20,22,15,3,2,2,7,36,2,3,38,3,29,30,34,3,21,14,70,8,18,3,18,4,28,14,15,83,17,7,25,26,22,37,3,9,69,103,6,13,24,14,30,17,42,10,26,71,26,18,5,17,26,22,5,10,7,21,9,36,11,27,23,52,14,5,65,6,6,22,18,4,34,41,11,135,5,29,21,64,27,6,23,3,17,4,5,45,4,50,10,1,10,6,36,2,2,2,5,2,1,3,2,1,1,2,3,13,9,3,2,3,3,6,2,2,1,9,8,2,9,9,4,1,15,7,61,22,4,8,42,5,5,25,6,11,15,32,9,8,18,21,11,10,19,34,6,20,20,27,3,12,57,49,13,74,74,75,7,30,24,27,18,17,5,17,38,42,17,89,3,15,52,36,20,12,39,5,66,59,16,5,28,4,2,11,14,4,7,3,9,31,28,21,25,2,19,3,29,28,18,18,22,14,4,4,4,19,30,4,16,4,41,9,25,29,21,35,51,57,48,22,16,48,33,8,72,25,58,3,6,8,13,10,2,7,4,5,4,1,3,8,5,25,5,5,14,15,16,11,15,30,45,21,17,6,17,35,34,14,12,25,9,26,4,17,12,18,11,6,23,5,2,5,2,2,71,122,39,4
PITHY,17,13,14,29,29,4,25,11,44,33,42,37,24,29,88,12,18,52,96,21,57,62,40,78,21,57,19,11,13,47,52,26,28,7,2,1,17,14,6,9,1,22,33,31,14,68,66,21,59,129,67,62,18,37,53,12,64,44,36,66,37,43,30,53,9,17,4,17,92,65,3,41,47,53,22,18,36,47,7,10,3,12,2,3,1,1,7,7,1,4,38,18,5,4,4,1,20,39,70,8,18,3,56,1,22,14,15,51,17,27,11,26,20,37,1,94,69,103,1,13,24,31,3,45,42,14,17,50,34,11,19,17,2,16,3,8,1,14,39,36,2,27,15,52,14,9,34,6,6,22,18,12,44,75,26,54,23,2,47,29,3,1,24,7,17,1,2,38,2,50,10,1,2,6,36,2,2,2,3,2,1,2,2,1,1,2,10,13,9,3,2,8,2,8,2,1,1,7,6,2,9,6,1,1,11,54,61,22,13,26,62,21,12,45,6,4,16,32,9,8,18,5,20,10,13,4,1,10,14,19,7,1,57,49,13,74,74,75,29,13,24,27,18,19,11,17,38,42,20,39,7,58,27,36,20,12,31,54,66,40,28,12,2,11,6,5,14,4,6,3,9,31,28,21,25,2,19,26,29,28,18,18,22,14,31,25,4,5,30,4,16,36,41,9,25,29,21,35,19,23,34,8,16,48,33,10,72,25,58,11,2,8,13,10,2,1,1,22,10,2,8,3,30,25,5,26,14,15,6,25,15,20,45,3,17,6,17,35,34,17,12,25,19,24,12,17,5,18,11,1,18,6,10,4,1,1,50,67,31,2
PIVOT,47,31,32,45,105,23,71,25,1,1,42,37,24,29,38,14,10,24,96,21,57,1,43,11,23,6,31,25,4,34,52,41,28,5,13,4,22,18,3,20,10,28,33,31,8,35,40,9,30,129,67,62,40,17,49,3,8,43,89,66,66,82,73,128,8,26,5,4,3,34,21,7,38,10,4,59,86,109,26,13,20,22,9,2,3,9,3,32,13,30,74,81,48,42,50,38,24,39,3,8,2,5,5,27,28,2,3,44,3,31,25,19,22,5,11,38,35,51,2,6,2,11,17,7,4,4,13,39,59,18,45,17,26,22,17,29,3,21,39,36,11,27,23,31,3,13,30,4,19,4,4,9,77,75,60,135,64,42,47,64,27,4,23,5,5,9,37,9,21,2,6,4,9,28,13,3,4,3,5,1,3,3,2,3,3,1,10,13,9,8,2,3,3,4,2,3,2,9,8,7,9,9,4,4,15,54,61,11,16,3,38,2,6,26,7,18,35,5,3,6,26,33,56,5,89,40,3,20,20,27,3,12,57,49,13,74,74,75,29,30,24,27,1,30,14,17,38,42,47,89,14,34,36,36,2,3,25,54,66,23,5,5,6,4,8,11,14,2,7,3,4,2,2,1,2,3,19,26,29,28,9,18,22,8,22,6,7,14,2,2,6,36,41,9,25,29,8,35,51,57,48,63,11,48,33,51,2,2,58,18,20,14,13,14,8,4,4,2,5,3,8,10,4,2,5,26,12,16,16,25,14,30,3,21,14,25,17,35,1,2,1,1,1,3,49,58,26,46,2,4,23,5,21,5,9,10,13,16,32,9
PLUCK,7,5,4,7,3,1,2,5,31,8,2,1,2,2,3,3,1,3,1,1,1,5,22,12,8,9,3,3,2,6,9,21,20,70,65,56,28,26,30,6,22,108,3,14,14,4,11,11,12,11,7,2,6,18,90,32,23,26,16,33,7,35,30,58,49,20,12,15,17,12,6,49,25,90,14,2,16,48,14,12,16,22,28,10,18,7,25,29,25,7,17,3,5,4,23,3,14,29,23,5,41,13,13,14,106,47,39,34,12,10,8,16,15,6,20,12,9,26,32,44,18,6,30,4,18,11,9,36,2,3,2,4,11,25,11,7,60,10,42,107,38,26,46,20,26,49,65,40,119,12,11,16,7,11,2,57,3,17,13,6,16,52,82,64,12,8,25,32,21,57,10,4,19,27,49,3,11,1,8,4,1,1,8,1,3,10,1,3,1,3,8,3,1,6,8,1,4,5,3,1,3,4,3,5,15,6,19,19,24,10,42,5,18,15,36,14,5,8,63,32,46,39,2,5,14,39,38,7,20,60,50,38,13,7,2,4,4,3,4,14,10,4,3,17,15,2,5,2,9,25,39,8,13,61,20,27,39,3,17,59,10,63,46,9,4,2,10,10,10,8,8,31,2,10,25,15,1,7,62,27,29,39,6,52,7,16,14,25,35,22,43,3,14,3,10,3,11,18,4,14,21,18,56,29,52,57,72,25,16,7,73,52,7,61,3,73,10,11,107,4,3,15,19,48,3,12,69,118,43,15,44,45,51,29,18,22,15,33,53,26,75,51,4,70,9,91,42,7,27,63,33,18,7,10,7,67,40,122,19,19
PLUMP,82,27,24,98,17,0,9,68,138,45,18,14,12,15,15,13,11,9,8,0,6,30,9,8,73,44,19,15,9,26,7,51,26,70,65,56,28,3,30,55,22,108,12,14,14,10,11,11,12,11,7,5,6,24,90,32,23,26,16,33,28,35,30,58,49,20,12,15,4,12,6,49,25,90,14,12,16,6,14,12,16,22,28,10,18,69,25,29,25,5,4,16,18,19,23,23,24,82,23,3,41,13,44,30,106,47,39,34,12,37,7,16,67,35,53,94,23,103,32,6,18,15,30,17,18,11,9,36,14,3,8,4,11,25,3,31,8,4,8,17,8,8,6,4,10,12,7,12,18,3,4,3,5,2,2,6,4,3,2,5,4,52,82,64,12,49,25,32,7,57,9,18,19,27,49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,19,19,24,19,62,0,25,27,36,14,54,68,63,32,46,39,7,5,14,39,38,15,20,60,50,38,75,24,0,5,5,15,7,2,10,8,0,17,15,0,5,3,9,25,11,16,12,61,0,27,39,8,17,59,19,63,46,9,6,10,10,10,10,8,8,31,28,10,25,15,6,40,62,27,29,39,44,52,44,24,0,25,35,0,43,4,14,0,10,8,11,18,11,14,21,18,56,29,52,57,72,0,16,55,73,52,51,61,0,73,10,37,107,15,14,15,51,48,0,12,69,118,43,33,44,45,51,29,18,22,0,33,53,26,75,11,19,70,88,91,42,46,0,63,33,7,64,10,60,67,40,122,19,19
PLUNK,8,27,24,9,7,3,6,25,138,45,3,14,3,3,4,13,11,10,3,2,3,13,58,47,36,15,19,15,8,26,15,23,26,70,65,56,28,26,30,21,22,108,2,2,4,3,11,11,9,11,2,2,6,24,90,32,23,26,16,13,7,15,30,58,49,20,12,3,17,12,6,11,25,90,14,12,16,48,14,12,16,22,28,10,18,69,25,29,25,7,17,24,7,4,23,23,24,13,23,5,16,3,15,30,106,12,39,34,12,37,8,15,8,6,20,8,5,14,32,44,3,15,30,17,3,11,9,36,5,3,7,4,11,3,11,14,60,10,112,37,22,8,46,20,26,26,65,40,119,12,10,16,8,15,11,57,23,17,10,6,16,20,17,22,10,30,16,15,8,25,10,18,19,27,11,1,11,1,8,4,1,1,1,8,3,10,1,3,1,3,1,3,10,6,8,2,4,5,3,1,3,4,3,5,15,7,19,19,24,8,62,21,25,27,36,6,2,8,63,32,33,39,2,5,14,39,38,7,20,60,50,38,13,7,2,4,4,3,2,14,2,2,3,17,15,2,2,2,9,25,39,3,13,23,5,14,26,2,6,59,5,63,46,9,6,2,10,10,1,8,8,31,2,10,7,15,1,2,62,27,29,5,3,8,2,24,14,9,35,22,43,2,14,3,3,3,6,5,4,14,7,18,56,29,7,57,48,25,5,7,73,7,5,11,3,73,10,10,107,15,14,15,51,22,3,10,69,118,6,15,15,19,23,14,7,7,3,6,53,9,75,51,19,11,88,91,13,7,27,63,33,18,20,10,60,67,40,122,9,19
PLUSH,24,7,7,29,7,1,7,16,138,45,18,14,12,15,15,4,11,9,8,2,6,30,58,47,13,44,4,4,9,26,19,51,31,21,65,35,28,26,7,15,16,108,12,14,14,10,1,11,12,11,7,5,2,30,90,5,23,26,16,33,28,35,2,58,5,5,1,15,17,2,1,49,25,90,14,3,16,48,14,15,17,1,8,5,8,7,4,5,6,2,7,7,16,7,2,3,24,82,23,5,41,13,44,11,106,47,7,34,4,37,8,16,67,7,53,94,23,103,7,44,18,10,30,17,18,11,3,36,14,3,3,2,8,25,1,6,29,24,112,107,38,21,4,20,7,8,4,40,119,12,11,4,29,21,3,57,7,8,24,22,18,25,82,15,4,8,25,32,4,57,10,18,8,27,49,2,4,3,8,4,1,5,8,1,4,10,2,3,2,1,8,3,1,6,1,1,4,5,3,1,3,4,1,5,15,34,19,19,4,14,21,7,9,4,6,3,7,7,8,6,8,3,2,2,2,2,5,6,6,4,2,9,18,8,4,3,3,4,4,4,3,4,1,2,2,1,2,2,2,4,2,16,7,20,7,9,8,4,3,11,14,2,10,2,2,2,2,2,2,2,2,7,7,2,7,2,1,13,14,7,7,16,16,18,15,11,6,8,3,6,10,3,2,1,3,3,3,6,3,3,6,2,14,8,19,2,22,6,4,13,16,17,19,16,2,36,1,37,21,15,4,4,51,48,3,12,12,118,43,33,44,45,51,29,18,22,15,33,53,26,49,51,4,70,16,42,24,5,11,33,33,18,16,15,9,67,40,122,19,4
POINT,40,30,30,45,105,23,17,33,62,44,35,33,8,15,38,14,10,10,96,21,11,7,13,7,8,4,29,23,2,20,32,23,20,32,36,15,51,43,22,28,38,77,28,8,3,35,40,9,17,129,11,18,40,19,34,2,7,34,89,14,26,17,73,128,8,26,5,3,31,34,21,2,34,29,11,59,86,109,26,13,20,22,48,5,11,30,2,22,14,30,74,32,25,42,50,38,32,10,21,8,2,1,4,27,76,1,1,34,2,37,25,6,29,22,36,14,19,17,13,12,7,13,17,7,3,4,18,37,59,18,22,17,26,5,17,31,17,44,57,35,15,20,50,22,2,4,24,4,14,6,2,9,77,75,60,135,32,42,47,64,27,7,20,14,3,4,13,17,8,4,1,4,9,28,2,1,4,3,3,2,1,1,1,2,2,2,10,13,2,8,1,4,5,4,1,4,2,9,8,1,9,9,4,4,15,40,42,11,16,4,38,6,6,26,6,10,35,39,6,6,13,33,56,4,89,40,9,30,34,55,19,22,26,19,1,74,74,17,16,16,4,9,9,30,14,17,6,12,47,89,8,34,36,14,2,2,17,28,43,27,3,11,14,8,1,1,1,1,1,3,4,8,8,7,2,3,2,11,12,9,2,4,6,4,22,6,7,4,23,5,6,36,41,9,4,7,4,6,51,57,13,63,5,18,5,26,15,9,7,17,16,5,6,4,8,15,2,2,12,1,11,11,6,2,5,9,6,12,5,6,5,17,5,9,4,12,5,6,42,23,9,5,28,8,40,44,16,22,8,16,52,12,31,8,27,37,33,38,2,12
POLYP,82,27,24,45,105,0,71,68,138,45,26,27,24,25,17,12,11,13,39,0,33,5,3,25,28,29,29,23,15,1,39,48,25,70,7,56,2,2,9,55,3,8,23,26,27,14,16,12,13,46,33,35,24,19,2,19,4,1,2,42,3,3,11,11,16,10,3,24,11,13,2,32,1,2,15,13,2,5,1,29,7,1,2,13,1,69,16,1,1,30,74,81,1,7,7,79,4,82,4,2,30,13,29,3,8,24,22,1,23,5,1,41,4,35,7,38,8,51,32,44,20,8,1,7,8,1,1,1,4,1,32,3,4,13,1,19,60,2,112,107,2,24,6,12,21,18,3,21,26,6,17,22,7,75,13,9,64,7,24,9,8,52,4,64,2,16,3,5,10,66,12,8,44,54,59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55,19,18,27,28,38,0,17,14,36,1,35,39,21,22,26,3,56,39,89,4,38,2,2,8,50,7,75,24,0,31,28,75,19,3,17,21,0,17,14,0,25,29,29,6,39,34,4,61,0,15,2,54,66,2,22,17,2,21,4,4,10,10,3,2,1,8,8,1,6,3,19,40,62,27,29,39,44,52,21,11,0,1,11,0,25,48,72,0,43,45,53,23,2,2,3,26,56,29,52,57,35,0,58,55,73,52,51,14,0,73,4,16,24,2,17,18,17,25,0,33,69,118,35,67,36,3,41,3,5,20,0,23,53,1,75,24,28,43,88,91,1,46,0,63,2,1,64,1,60,7,1,3,15,16
POOCH,13,9,9,0,9,3,5,7,31,22,9,21,16,10,0,0,0,0,10,7,20,0,0,0,0,0,0,0,0,0,7,21,11,21,65,35,73,60,12,8,31,108,11,59,39,0,0,0,0,129,67,62,15,0,0,0,0,0,89,42,66,82,73,128,0,0,12,40,0,0,5,0,0,3,27,11,86,109,26,29,35,22,35,4,8,11,0,0,0,3,38,3,29,30,34,7,27,29,43,14,30,13,0,18,106,0,0,0,0,10,25,41,67,0,53,0,0,0,26,55,39,0,0,0,0,1,0,0,26,18,5,17,24,44,5,10,29,50,42,107,38,24,46,0,0,0,0,0,0,0,0,0,34,41,11,135,5,29,12,64,42,25,82,15,0,0,47,45,4,66,12,3,12,54,59,0,0,3,8,4,2,5,4,3,4,5,3,13,9,3,0,0,1,0,0,0,0,9,8,2,4,9,4,2,15,4,46,32,0,13,0,0,0,0,19,16,0,0,0,0,0,0,11,7,19,34,22,30,35,60,17,38,75,51,14,74,74,75,11,27,29,35,0,0,0,17,38,42,17,89,12,0,0,61,0,0,0,5,66,0,0,1,1,0,4,10,18,14,10,14,0,0,0,0,0,0,19,12,62,37,37,39,44,52,0,0,0,0,0,0,0,8,72,11,43,45,53,23,51,57,48,17,56,56,52,27,0,0,58,12,16,17,19,0,5,36,10,0,1,0,0,0,0,0,9,11,69,118,43,26,36,28,41,20,22,22,11,23,100,49,75,0,0,70,13,42,24,30,0,33,72,18,8,10,12,67,3,3,0,0
